,title,word
saying,Life of Pi,1
thereby,Romeo and Juliet,1
thereby,Pride and Prejudice,1
says,Pride and Prejudice,1
says,The Taming of the Shrew,1
thereafter,The Scarlet Letter,1
scene,As You Like It,1
scene,Beloved,1
scene,Macbeth,1
theocratic,The Handmaid's Tale,1
scene,The Importance of Being Earnest,1
scene,Twelfth Night,1
sawn,Macbeth,1
scenes,Macbeth,1
scheme,Emma,1
school,Emma,1
thank,The Taming of the Shrew,1
testify,Othello,1
tested,The Taming of the Shrew,1
schoolmistress,Jane Eyre,1
territory,The Handmaid's Tale,1
territory,Life of Pi,1
scold,Pride and Prejudice,1
terrible,Life of Pi,1
terms,The Scarlet Letter,1
scottish,Macbeth,1
say,As You Like It,1
saw,The Scarlet Letter,1
things,The Kite Runner,1
safety,Beloved,1
things,Emma,1
runs,Life of Pi,1
runs,The Great Gatsby,1
runs,The Importance of Being Earnest,1
ruse,Othello,1
rushes,Jane Eyre,1
things,As You Like It,1
sable,The Scarlet Letter,1
sacrificing,The Awakening,1
sadistic,The Handmaid's Tale,1
safely,Beloved,1
safely,Emma,1
safety,As You Like It,1
sales,The Awakening,1
saving,Pride and Prejudice,1
salesman,The Great Gatsby,1
thing,Twelfth Night,1
thing,The Taming of the Shrew,1
therefore,As You Like It,1
sandwiches,The Importance of Being Earnest,1
satisfactorily,Emma,1
satisfied,The Taming of the Shrew,1
satisfy,Life of Pi,1
save,Jane Eyre,1
save,The Scarlet Letter,1
save,The Taming of the Shrew,1
saved,As You Like It,1
saving,As You Like It,1
throes,As You Like It,1
throne,As You Like It,1
thrown,Macbeth,1
results,Othello,1
response,Pride and Prejudice,1
response,The Scarlet Letter,1
responsible,As You Like It,1
responsible,Jane Eyre,1
responsible,Pride and Prejudice,1
responsible,The Importance of Being Earnest,1
rest,Emma,1
rest,Life of Pi,1
restless,Jane Eyre,1
restrictive,The Handmaid's Tale,1
result,Beloved,1
result,Much Ado About Nothing,1
result,The Scarlet Letter,1
resumes,The Scarlet Letter,1
tombstone,The Scarlet Letter,1
retainer,As You Like It,1
tolerate,Jane Eyre,1
retaliate,Beloved,1
told,The Taming of the Shrew,1
retreat,The Handmaid's Tale,1
retreats,The Handmaid's Tale,1
retrieves,The Importance of Being Earnest,1
return,Beloved,1
return,Emma,1
return,Life of Pi,1
return,Macbeth,1
told,The Scarlet Letter,1
return,Pride and Prejudice,1
responds,Macbeth,1
respectively,The Taming of the Shrew,1
richard,Jane Eyre,1
requiring,The Handmaid's Tale,1
represent,Macbeth,1
repressively,The Handmaid's Tale,1
reprimanded,Macbeth,1
reprisals,The Handmaid's Tale,1
repulsed,Emma,1
tormented,The Scarlet Letter,1
topped,The Handmaid's Tale,1
topic,Twelfth Night,1
repulsive,Jane Eyre,1
reputation,Pride and Prejudice,1
request,Jane Eyre,1
requests,Othello,1
requests,The Taming of the Shrew,1
rescued,Jane Eyre,1
tongue,As You Like It,1
rescues,Emma,1
resentment,Emma,1
resentment,Pride and Prejudice,1
tooth,Life of Pi,1
resents,Othello,1
resents,The Taming of the Shrew,1
reserve,Emma,1
reserved,Emma,1
resettling,The Handmaid's Tale,1
residents,Pride and Prejudice,1
resigns,Pride and Prejudice,1
tools,Life of Pi,1
respectively,Emma,1
return,Romeo and Juliet,1
told,Macbeth,1
toil,The Kite Runner,1
revelation,Emma,1
time,Pride and Prejudice,1
reunited,The Handmaid's Tale,1
reunites,Beloved,1
reveal,The Scarlet Letter,1
revealed,Macbeth,1
revealing,Much Ado About Nothing,1
time,Beloved,1
time,As You Like It,1
reveals,Life of Pi,1
reveals,Macbeth,1
tied,As You Like It,1
reveals,Pride and Prejudice,1
reveals,The Taming of the Shrew,1
revelry,Macbeth,1
return,The Awakening,1
revenge,Macbeth,1
revenge,Much Ado About Nothing,1
revenge,Othello,1
thus,The Scarlet Letter,1
revenge,Twelfth Night,1
revenue,Pride and Prejudice,1
throws,Jane Eyre,1
reverends,The Scarlet Letter,1
revise,Life of Pi,1
rich,Pride and Prejudice,1
thrown,The Taming of the Shrew,1
rich,The Great Gatsby,1
rich,The Taming of the Shrew,1
reunited,Jane Eyre,1
reunited,Beloved,1
returns,The Taming of the Shrew,1
time,The Taming of the Shrew,1
return,The Importance of Being Earnest,1
return,The Kite Runner,1
return,The Taming of the Shrew,1
returned,As You Like It,1
together,Twelfth Night,1
returning,Jane Eyre,1
returning,Macbeth,1
returning,Much Ado About Nothing,1
returning,Pride and Prejudice,1
returning,The Awakening,1
returning,The Scarlet Letter,1
returning,The Taming of the Shrew,1
together,The Awakening,1
returns,Beloved,1
together,Pride and Prejudice,1
returns,Macbeth,1
returns,Pride and Prejudice,1
together,As You Like It,1
tire,Othello,1
tips,The Handmaid's Tale,1
tiny,The Awakening,1
tinker,The Taming of the Shrew,1
times,The Kite Runner,1
time,Twelfth Night,1
returns,The Awakening,1
returns,The Great Gatsby,1
returns,The Handmaid's Tale,1
see,Emma,1
000,Jane Eyre,1
morning,Life of Pi,1
continues,Othello,1
contrasting,The Great Gatsby,1
contrast,The Awakening,1
continuing,The Awakening,1
continues,Twelfth Night,1
continues,The Awakening,1
continues,Romeo and Juliet,1
continues,Pride and Prejudice,1
continues,Life of Pi,1
contains,Life of Pi,1
continues,Emma,1
continues,As You Like It,1
continue,Emma,1
contentment,Beloved,1
content,Jane Eyre,1
contend,The Kite Runner,1
contemporary,The Kite Runner,1
control,The Handmaid's Tale,1
convenient,The Importance of Being Earnest,1
conventions,The Awakening,1
convergence,The Great Gatsby,1
cordial,As You Like It,1
copulation,The Handmaid's Tale,1
convinces,The Scarlet Letter,1
convinces,As You Like It,1
convinced,The Taming of the Shrew,1
convinced,Othello,1
convinced,Emma,1
convince,Emma,1
converted,As You Like It,1
conversion,As You Like It,1
conversations,Much Ado About Nothing,1
conversation,The Scarlet Letter,1
conversation,The Importance of Being Earnest,1
conversation,Othello,1
conversation,Emma,1
contemplates,The Handmaid's Tale,1
contained,The Handmaid's Tale,1
ends,The Handmaid's Tale,1
congratulate,As You Like It,1
consent,Emma,1
conscious,The Kite Runner,1
conscience,The Scarlet Letter,1
connected,Twelfth Night,1
connected,The Handmaid's Tale,1
connect,The Kite Runner,1
congress,The Handmaid's Tale,1
confusion,Much Ado About Nothing,1
contact,The Scarlet Letter,1
confusion,Macbeth,1
confusion,As You Like It,1
confusing,The Importance of Being Earnest,1
confuses,The Kite Runner,1
confused,The Taming of the Shrew,1
confronts,The Handmaid's Tale,1
confronts,Romeo and Juliet,1
consent,The Importance of Being Earnest,1
consequently,The Handmaid's Tale,1
conservative,The Handmaid's Tale,1
consider,The Awakening,1
consuming,Life of Pi,1
consumes,Life of Pi,1
consults,The Awakening,1
constructed,Beloved,1
consternation,The Taming of the Shrew,1
consternation,Emma,1
constable,Much Ado About Nothing,1
conspirators,The Handmaid's Tale,1
conspiracy,Much Ado About Nothing,1
consortium,The Handmaid's Tale,1
console,Emma,1
consists,Twelfth Night,1
consistently,The Kite Runner,1
considers,Life of Pi,1
considered,The Awakening,1
correct,The Scarlet Letter,1
corrects,The Taming of the Shrew,1
costume,The Handmaid's Tale,1
cry,Macbeth,1
cut,Jane Eyre,1
custody,Life of Pi,1
curtains,Jane Eyre,1
curst,The Taming of the Shrew,1
cure,As You Like It,1
cuff,The Importance of Being Earnest,1
cucumber,The Importance of Being Earnest,1
crushed,The Awakening,1
cots,The Handmaid's Tale,1
cruelty,Beloved,1
cruel,Pride and Prejudice,1
cruel,Beloved,1
crucial,The Kite Runner,1
crowns,The Taming of the Shrew,1
crowned,Macbeth,1
crosses,Beloved,1
céline,Jane Eyre,1
dagger,Romeo and Juliet,1
daily,As You Like It,1
daily,The Handmaid's Tale,1
daughter,The Importance of Being Earnest,1
daughter,The Handmaid's Tale,1
daughter,Romeo and Juliet,1
daughter,Pride and Prejudice,1
daughter,Much Ado About Nothing,1
daughter,Jane Eyre,1
data,The Handmaid's Tale,1
dash,Beloved,1
dark,The Great Gatsby,1
darcy,The Handmaid's Tale,1
dances,Emma,1
danced,Emma,1
dance,Pride and Prejudice,1
dance,Emma,1
damp,Jane Eyre,1
cross,Twelfth Night,1
critics,Twelfth Night,1
criticisms,Pride and Prejudice,1
court,As You Like It,1
course,Pride and Prejudice,1
course,Macbeth,1
course,Emma,1
course,As You Like It,1
courage,The Scarlet Letter,1
couples,The Importance of Being Earnest,1
couple,Romeo and Juliet,1
county,Pride and Prejudice,1
country,Macbeth,1
country,Jane Eyre,1
country,As You Like It,1
count,Twelfth Night,1
cottage,The Scarlet Letter,1
cottage,The Awakening,1
cottage,As You Like It,1
course,Twelfth Night,1
courtship,Romeo and Juliet,1
criticism,Emma,1
cousin,Romeo and Juliet,1
crime,Macbeth,1
cries,Othello,1
crews,The Handmaid's Tale,1
crewman,Life of Pi,1
creole,The Awakening,1
credit,The Handmaid's Tale,1
creating,Twelfth Night,1
create,The Kite Runner,1
create,Jane Eyre,1
crazy,Jane Eyre,1
coy,As You Like It,1
cowhide,Beloved,1
covered,As You Like It,1
cousins,Much Ado About Nothing,1
cousin,The Great Gatsby,1
confronts,Beloved,1
confronted,Romeo and Juliet,1
confront,The Kite Runner,1
cigarette,The Importance of Being Earnest,1
clarifies,The Kite Runner,1
claims,Pride and Prejudice,1
claims,Othello,1
claiming,The Importance of Being Earnest,1
claiming,Emma,1
city,Romeo and Juliet,1
city,Othello,1
churchills,Emma,1
coach,Jane Eyre,1
church,The Taming of the Shrew,1
church,The Importance of Being Earnest,1
chronologically,Beloved,1
christmas,Emma,1
christian,Jane Eyre,1
choosing,The Taming of the Shrew,1
chooses,The Scarlet Letter,1
class,The Awakening,1
class,The Great Gatsby,1
clean,The Handmaid's Tale,1
clear,As You Like It,1
clothes,The Importance of Being Earnest,1
closer,The Kite Runner,1
closely,Romeo and Juliet,1
closed,Beloved,1
close,The Scarlet Letter,1
close,The Awakening,1
close,Jane Eyre,1
cloistered,The Handmaid's Tale,1
cloak,The Handmaid's Tale,1
climbs,The Scarlet Letter,1
climbs,Romeo and Juliet,1
climbing,The Scarlet Letter,1
climate,The Kite Runner,1
cleverly,The Importance of Being Earnest,1
clearly,Macbeth,1
choose,Pride and Prejudice,1
choice,The Kite Runner,1
children,Macbeth,1
change,Pride and Prejudice,1
chance,The Kite Runner,1
challenges,The Taming of the Shrew,1
challenges,Jane Eyre,1
challenge,As You Like It,1
chain,The Kite Runner,1
cesarean,Macbeth,1
certainty,Emma,1
certainly,Life of Pi,1
certain,Jane Eyre,1
ceremony,The Taming of the Shrew,1
ceremony,The Importance of Being Earnest,1
ceremony,Romeo and Juliet,1
centuries,The Handmaid's Tale,1
center,Othello,1
cell,The Scarlet Letter,1
chances,Othello,1
changed,The Scarlet Letter,1
children,Jane Eyre,1
changing,The Kite Runner,1
children,Emma,1
child,The Awakening,1
chauffeur,The Handmaid's Tale,1
chases,As You Like It,1
charts,Macbeth,1
charming,The Awakening,1
charming,As You Like It,1
charity,Jane Eyre,1
charges,Jane Eyre,1
charge,The Handmaid's Tale,1
charade,Jane Eyre,1
character,The Scarlet Letter,1
character,The Importance of Being Earnest,1
character,The Awakening,1
character,Emma,1
clown,Twelfth Night,1
coerce,Jane Eyre,1
conflicts,The Awakening,1
compose,Twelfth Night,1
conceive,The Handmaid's Tale,1
concealing,Romeo and Juliet,1
concealed,The Handmaid's Tale,1
comrade,Jane Eyre,1
compulsive,Emma,1
compromise,Jane Eyre,1
composed,Beloved,1
complications,Twelfth Night,1
cold,Jane Eyre,1
complication,As You Like It,1
compliant,The Handmaid's Tale,1
completed,Othello,1
complete,Jane Eyre,1
complete,As You Like It,1
complains,As You Like It,1
compels,The Awakening,1
concern,Othello,1
concerns,The Importance of Being Earnest,1
concludes,Life of Pi,1
concocts,The Taming of the Shrew,1
conflagration,Jane Eyre,1
confirms,Othello,1
confirming,Othello,1
confirm,The Taming of the Shrew,1
confirm,Othello,1
confirm,Macbeth,1
confined,Emma,1
confesses,The Scarlet Letter,1
confesses,The Importance of Being Earnest,1
confesses,The Awakening,1
confess,Much Ado About Nothing,1
conduct,The Scarlet Letter,1
conduct,The Handmaid's Tale,1
conduct,Emma,1
condemned,Beloved,1
compassion,Jane Eyre,1
comparing,Jane Eyre,1
company,The Taming of the Shrew,1
comes,Romeo and Juliet,1
comedy,Twelfth Night,1
comedies,Twelfth Night,1
come,Twelfth Night,1
combined,Jane Eyre,1
combined,Emma,1
combat,Macbeth,1
colossal,Twelfth Night,1
colored,Beloved,1
colony,The Handmaid's Tale,1
colonel,Pride and Prejudice,1
college,The Handmaid's Tale,1
college,The Great Gatsby,1
collar,Beloved,1
collapse,The Handmaid's Tale,1
coldly,As You Like It,1
comes,Emma,1
comes,The Awakening,1
company,Pride and Prejudice,1
comes,The Taming of the Shrew,1
company,Life of Pi,1
companionship,The Handmaid's Tale,1
companion,Life of Pi,1
companion,Jane Eyre,1
commit,Macbeth,1
commiserates,Emma,1
commercial,The Handmaid's Tale,1
commands,As You Like It,1
commanders,The Handmaid's Tale,1
commander,Much Ado About Nothing,1
coming,The Kite Runner,1
coming,The Importance of Being Earnest,1
comically,Much Ado About Nothing,1
comforts,Much Ado About Nothing,1
comfortable,Jane Eyre,1
daughters,Jane Eyre,1
daughters,The Taming of the Shrew,1
day,Beloved,1
doctor,Emma,1
done,Beloved,1
dominant,The Awakening,1
dominant,Beloved,1
domesticate,Life of Pi,1
dogcart,The Importance of Being Earnest,1
documentary,The Handmaid's Tale,1
doctors,The Taming of the Shrew,1
dixon,Emma,1
drink,The Taming of the Shrew,1
divulges,The Handmaid's Tale,1
divorce,The Awakening,1
divide,Twelfth Night,1
disturbed,The Awakening,1
distressed,Romeo and Juliet,1
distress,The Awakening,1
distraught,The Awakening,1
done,Macbeth,1
done,Othello,1
donwell,Emma,1
door,Jane Eyre,1
dress,Twelfth Night,1
dress,The Taming of the Shrew,1
drawn,The Importance of Being Earnest,1
drawn,Pride and Prejudice,1
drawing,Emma,1
drawing,Beloved,1
drawback,The Taming of the Shrew,1
dragging,The Taming of the Shrew,1
dr,The Importance of Being Earnest,1
dr,The Awakening,1
downtown,Emma,1
downfall,Macbeth,1
douses,Jane Eyre,1
doubt,Emma,1
double,The Handmaid's Tale,1
distracts,The Importance of Being Earnest,1
distraction,The Importance of Being Earnest,1
distract,Romeo and Juliet,1
disguise,Macbeth,1
disgraced,Pride and Prejudice,1
disenfranchises,The Handmaid's Tale,1
disembodied,Jane Eyre,1
disdains,The Handmaid's Tale,1
discussion,Twelfth Night,1
discussion,The Scarlet Letter,1
discusses,The Taming of the Shrew,1
discuss,The Great Gatsby,1
discredits,Emma,1
discovery,Pride and Prejudice,1
discovery,Life of Pi,1
discovers,Pride and Prejudice,1
discovers,Macbeth,1
discovers,Life of Pi,1
discovers,Beloved,1
disguise,As You Like It,1
disguise,The Taming of the Shrew,1
distinct,The Awakening,1
disguised,Much Ado About Nothing,1
distant,The Awakening,1
distance,The Awakening,1
distance,Emma,1
disruptive,Beloved,1
disrupt,Romeo and Juliet,1
disposition,Pride and Prejudice,1
dispose,Othello,1
dispatched,The Handmaid's Tale,1
disobeyed,Pride and Prejudice,1
dismissing,The Scarlet Letter,1
dismissing,Macbeth,1
dismayed,Pride and Prejudice,1
disliking,Pride and Prejudice,1
disguises,Twelfth Night,1
disguises,The Taming of the Shrew,1
dressed,The Handmaid's Tale,1
drinking,Jane Eyre,1
discovering,Jane Eyre,1
elegant,Emma,1
embarrassment,As You Like It,1
eltons,Emma,1
else,As You Like It,1
elopement,Othello,1
eloped,Pride and Prejudice,1
elite,The Kite Runner,1
elements,Life of Pi,1
elegance,Emma,1
drives,Jane Eyre,1
election,The Scarlet Letter,1
eldest,The Taming of the Shrew,1
eldest,Beloved,1
eldest,As You Like It,1
either,The Scarlet Letter,1
either,The Handmaid's Tale,1
egotism,Twelfth Night,1
embittered,The Taming of the Shrew,1
emerging,The Awakening,1
emotional,The Awakening,1
emotional,The Handmaid's Tale,1
endeavor,Emma,1
end,Othello,1
end,Much Ado About Nothing,1
end,As You Like It,1
encourages,The Awakening,1
encourage,Romeo and Juliet,1
encounters,The Awakening,1
encounters,Much Ado About Nothing,1
encountered,Emma,1
encountered,Beloved,1
enacts,Much Ado About Nothing,1
enabling,The Scarlet Letter,1
employs,The Importance of Being Earnest,1
employment,Twelfth Night,1
employer,Jane Eyre,1
effective,Jane Eyre,1
effect,The Awakening,1
edward,Beloved,1
dying,Jane Eyre,1
dutifully,Emma,1
duties,The Awakening,1
duly,Macbeth,1
duel,Romeo and Juliet,1
due,As You Like It,1
ducal,Twelfth Night,1
drunkenness,The Great Gatsby,1
drunken,The Taming of the Shrew,1
drunken,The Great Gatsby,1
drunken,Macbeth,1
drunk,The Taming of the Shrew,1
drugs,Macbeth,1
drowns,The Awakening,1
drowned,Twelfth Night,1
drops,Othello,1
duty,The Taming of the Shrew,1
eager,Much Ado About Nothing,1
edge,The Scarlet Letter,1
earlier,Much Ado About Nothing,1
edge,As You Like It,1
eccentric,Jane Eyre,1
eats,Life of Pi,1
eat,The Awakening,1
easy,Beloved,1
ease,Emma,1
earth,Macbeth,1
earns,The Scarlet Letter,1
earn,Jane Eyre,1
early,The Importance of Being Earnest,1
early,Romeo and Juliet,1
early,Othello,1
early,Emma,1
earlier,The Scarlet Letter,1
earlier,The Importance of Being Earnest,1
discovering,Othello,1
discovered,Romeo and Juliet,1
day,Macbeth,1
defense,Othello,1
delight,The Taming of the Shrew,1
delicacies,Life of Pi,1
delaying,Emma,1
delaware,Beloved,1
deft,The Great Gatsby,1
defer,Emma,1
defensive,Macbeth,1
defense,Much Ado About Nothing,1
departs,Othello,1
defects,The Handmaid's Tale,1
defeated,Much Ado About Nothing,1
defeat,Much Ado About Nothing,1
defeat,As You Like It,1
deeply,Othello,1
deeply,Much Ado About Nothing,1
deep,The Taming of the Shrew,1
delight,Twelfth Night,1
delighted,The Awakening,1
delivered,The Handmaid's Tale,1
delivery,The Awakening,1
departing,The Handmaid's Tale,1
denying,The Handmaid's Tale,1
deny,Much Ado About Nothing,1
denounces,Much Ado About Nothing,1
denouncement,Much Ado About Nothing,1
denied,The Taming of the Shrew,1
denial,The Taming of the Shrew,1
den,The Handmaid's Tale,1
demotion,Othello,1
demons,The Kite Runner,1
demands,The Scarlet Letter,1
demands,Romeo and Juliet,1
demands,Othello,1
demanding,The Importance of Being Earnest,1
demanded,The Scarlet Letter,1
dedicated,As You Like It,1
decline,The Handmaid's Tale,1
declares,The Taming of the Shrew,1
deathbed,Jane Eyre,1
death,As You Like It,1
deal,The Scarlet Letter,1
deadly,As You Like It,1
dead,Romeo and Juliet,1
dead,Beloved,1
dead,As You Like It,1
days,The Scarlet Letter,1
days,Much Ado About Nothing,1
days,Jane Eyre,1
days,Beloved,1
day,The Taming of the Shrew,1
day,The Scarlet Letter,1
day,The Kite Runner,1
day,The Handmaid's Tale,1
day,Romeo and Juliet,1
death,Jane Eyre,1
deaths,Romeo and Juliet,1
declares,Othello,1
debauchery,Jane Eyre,1
declared,The Scarlet Letter,1
declare,Much Ado About Nothing,1
deck,Life of Pi,1
decides,The Taming of the Shrew,1
decides,The Scarlet Letter,1
decides,The Importance of Being Earnest,1
decides,Othello,1
decides,Life of Pi,1
decide,As You Like It,1
deception,The Importance of Being Earnest,1
deception,Much Ado About Nothing,1
december,Emma,1
deceived,Much Ado About Nothing,1
deceive,Much Ado About Nothing,1
deceased,As You Like It,1
department,Life of Pi,1
departure,Othello,1
discovered,Pride and Prejudice,1
dies,Pride and Prejudice,1
dignity,The Scarlet Letter,1
difficult,Jane Eyre,1
different,The Awakening,1
different,Jane Eyre,1
differ,The Awakening,1
diet,Jane Eyre,1
dies,Romeo and Juliet,1
dies,Othello,1
departure,The Awakening,1
dies,Emma,1
die,Life of Pi,1
die,Jane Eyre,1
dictatorship,The Handmaid's Tale,1
diary,The Importance of Being Earnest,1
devout,Life of Pi,1
devouring,The Importance of Being Earnest,1
dining,Macbeth,1
dining,The Awakening,1
dinner,Pride and Prejudice,1
directed,Macbeth,1
discover,The Importance of Being Earnest,1
discover,Romeo and Juliet,1
discover,Jane Eyre,1
discover,As You Like It,1
discourages,Emma,1
disconcerted,Emma,1
discloses,Emma,1
disclaimers,Much Ado About Nothing,1
disappointment,Emma,1
disappointed,The Taming of the Shrew,1
disappears,The Handmaid's Tale,1
disappearance,As You Like It,1
disagreeable,Emma,1
directly,The Taming of the Shrew,1
direction,The Handmaid's Tale,1
devotion,The Awakening,1
devotes,The Awakening,1
devote,The Awakening,1
despite,As You Like It,1
desperation,The Scarlet Letter,1
desperate,Romeo and Juliet,1
desolate,The Great Gatsby,1
desire,The Scarlet Letter,1
desire,The Awakening,1
deserted,Macbeth,1
description,The Great Gatsby,1
description,Pride and Prejudice,1
descent,Macbeth,1
descended,Macbeth,1
derbyshire,Pride and Prejudice,1
deprived,The Handmaid's Tale,1
deposed,Jane Eyre,1
dependent,Jane Eyre,1
departure,The Handmaid's Tale,1
despise,Pride and Prejudice,1
despite,Jane Eyre,1
development,The Taming of the Shrew,1
despite,Pride and Prejudice,1
developing,Pride and Prejudice,1
determining,The Kite Runner,1
determining,Emma,1
determined,The Importance of Being Earnest,1
determination,Twelfth Night,1
deterioration,The Scarlet Letter,1
details,The Importance of Being Earnest,1
details,Pride and Prejudice,1
details,Macbeth,1
destruction,Macbeth,1
destroyed,Jane Eyre,1
destroy,The Scarlet Letter,1
destroy,Othello,1
despondent,The Handmaid's Tale,1
despite,The Taming of the Shrew,1
cell,Romeo and Juliet,1
cell,Beloved,1
celebratory,Macbeth,1
angrily,Much Ado About Nothing,1
announces,Jane Eyre,1
announced,The Importance of Being Earnest,1
announce,Emma,1
annihilating,The Handmaid's Tale,1
animals,Life of Pi,1
angry,Pride and Prejudice,1
angrily,The Scarlet Letter,1
angered,The Scarlet Letter,1
apparent,Jane Eyre,1
angered,Jane Eyre,1
anew,The Scarlet Letter,1
andrew,Twelfth Night,1
amusing,Twelfth Night,1
ample,The Taming of the Shrew,1
amount,Life of Pi,1
amorous,Much Ado About Nothing,1
announces,Romeo and Juliet,1
announces,The Awakening,1
announces,The Importance of Being Earnest,1
another,Othello,1
apologies,Pride and Prejudice,1
apartment,The Great Gatsby,1
apart,The Great Gatsby,1
apart,The Awakening,1
anything,Emma,1
anyone,The Great Gatsby,1
anyone,Much Ado About Nothing,1
anyone,Jane Eyre,1
anxiety,Othello,1
antonio,Twelfth Night,1
antoinetta,Jane Eyre,1
answer,The Scarlet Letter,1
another,Twelfth Night,1
another,The Importance of Being Earnest,1
another,Romeo and Juliet,1
among,The Handmaid's Tale,1
among,Emma,1
america,The Kite Runner,1
alternatives,The Handmaid's Tale,1
altar,Jane Eyre,1
also,The Kite Runner,1
also,Pride and Prejudice,1
also,Much Ado About Nothing,1
also,Macbeth,1
already,Twelfth Night,1
already,Macbeth,1
already,Jane Eyre,1
along,The Kite Runner,1
along,As You Like It,1
alone,The Handmaid's Tale,1
alone,Much Ado About Nothing,1
almost,The Scarlet Letter,1
almost,Much Ado About Nothing,1
almost,Life of Pi,1
alternating,Macbeth,1
although,As You Like It,1
amends,The Kite Runner,1
although,Beloved,1
amends,Emma,1
ambitious,Twelfth Night,1
ambitious,Macbeth,1
ambition,Macbeth,1
ambiguous,The Handmaid's Tale,1
amazement,The Taming of the Shrew,1
amazed,The Great Gatsby,1
amazed,Emma,1
always,The Importance of Being Earnest,1
always,The Awakening,1
always,Emma,1
although,The Taming of the Shrew,1
although,The Kite Runner,1
although,Pride and Prejudice,1
although,Othello,1
apparent,Emma,1
apparent,Much Ado About Nothing,1
allows,The Awakening,1
arrived,The Scarlet Letter,1
arson,Jane Eyre,1
arrogant,Twelfth Night,1
arriving,Romeo and Juliet,1
arriving,Jane Eyre,1
arrives,The Handmaid's Tale,1
arrives,Romeo and Juliet,1
arrives,Jane Eyre,1
arrive,Romeo and Juliet,1
apparently,As You Like It,1
arrive,Life of Pi,1
arrive,Beloved,1
arrival,Twelfth Night,1
arrival,The Great Gatsby,1
arrival,Pride and Prejudice,1
arrest,Much Ado About Nothing,1
array,The Taming of the Shrew,1
arthur,The Scarlet Letter,1
artist,The Awakening,1
ascends,Macbeth,1
ashes,The Great Gatsby,1
asleep,The Taming of the Shrew,1
asks,Twelfth Night,1
asks,The Taming of the Shrew,1
asks,The Scarlet Letter,1
asks,The Importance of Being Earnest,1
asks,The Awakening,1
asks,Romeo and Juliet,1
asks,Pride and Prejudice,1
asks,Othello,1
asks,Jane Eyre,1
asked,Macbeth,1
ask,Much Ado About Nothing,1
ask,Emma,1
aside,The Scarlet Letter,1
aside,The Great Gatsby,1
arranges,The Handmaid's Tale,1
arranges,Macbeth,1
arrangements,The Taming of the Shrew,1
approaches,The Scarlet Letter,1
appointment,As You Like It,1
applies,The Scarlet Letter,1
appendicitis,The Handmaid's Tale,1
appeasement,Jane Eyre,1
appears,The Taming of the Shrew,1
appears,The Scarlet Letter,1
appears,Romeo and Juliet,1
appears,Much Ado About Nothing,1
appears,Life of Pi,1
appears,As You Like It,1
appearances,The Awakening,1
appearance,Beloved,1
appear,Romeo and Juliet,1
appear,Pride and Prejudice,1
appeals,The Scarlet Letter,1
appoints,Othello,1
approve,Pride and Prejudice,1
arranged,The Taming of the Shrew,1
arab,The Handmaid's Tale,1
arranged,The Scarlet Letter,1
arranged,Romeo and Juliet,1
arrange,Much Ado About Nothing,1
around,Twelfth Night,1
arobin,The Awakening,1
arms,The Scarlet Letter,1
arms,The Importance of Being Earnest,1
arms,Jane Eyre,1
armed,The Handmaid's Tale,1
arm,Romeo and Juliet,1
aristocratic,The Importance of Being Earnest,1
aristocrat,Pride and Prejudice,1
argument,Jane Eyre,1
archivist,The Handmaid's Tale,1
aragon,Much Ado About Nothing,1
almost,Jane Eyre,1
allows,Macbeth,1
assault,Beloved,1
accompany,The Great Gatsby,1
account,Pride and Prejudice,1
account,Macbeth,1
according,The Importance of Being Earnest,1
according,Macbeth,1
accomplished,Jane Eyre,1
accomplished,Emma,1
accomplish,Jane Eyre,1
accompany,Othello,1
activity,The Taming of the Shrew,1
accompany,Jane Eyre,1
accompanies,The Taming of the Shrew,1
accompanies,The Handmaid's Tale,1
accompanies,As You Like It,1
acclaim,Macbeth,1
accidentally,As You Like It,1
accepts,The Taming of the Shrew,1
accuses,As You Like It,1
accuses,The Handmaid's Tale,1
achieve,Macbeth,1
achieved,Othello,1
action,Twelfth Night,1
action,The Taming of the Shrew,1
action,Othello,1
action,Much Ado About Nothing,1
action,Macbeth,1
action,Beloved,1
acting,The Taming of the Shrew,1
act,The Scarlet Letter,1
act,The Kite Runner,1
act,The Importance of Being Earnest,1
act,Macbeth,1
act,As You Like It,1
across,Jane Eyre,1
acquaintances,Emma,1
acknowledge,The Scarlet Letter,1
accepts,The Importance of Being Earnest,1
accepts,Romeo and Juliet,1
accepts,Jane Eyre,1
abandon,Romeo and Juliet,1
35,The Importance of Being Earnest,1
28,The Importance of Being Earnest,1
28,Beloved,1
25,The Handmaid's Tale,1
24,Emma,1
2195,The Handmaid's Tale,1
20,Jane Eyre,1
1980s,The Handmaid's Tale,1
1970s,The Kite Runner,1
1922,The Great Gatsby,1
1890s,The Awakening,1
18,Beloved,1
1642,The Scarlet Letter,1
13,Beloved,1
124,Beloved,1
42,Romeo and Juliet,1
abandoned,Jane Eyre,1
accepted,Emma,1
abandoned,Othello,1
acceptable,The Importance of Being Earnest,1
acceptable,Jane Eyre,1
accept,Pride and Prejudice,1
accept,Life of Pi,1
accent,Life of Pi,1
academic,The Handmaid's Tale,1
absorbed,Twelfth Night,1
absent,The Importance of Being Earnest,1
absence,The Taming of the Shrew,1
abortionists,The Handmaid's Tale,1
abolitionist,Beloved,1
aboard,Life of Pi,1
able,The Kite Runner,1
able,Life of Pi,1
